CONTENT ID	CONTENT TYPE	MIRNA ID	SPECIES	EXPERIMENT ID	METHODS	Entrez GENE ID	COMMENTS
2157	mirna	miR-298	Mus musculus	345	RT-PCR	723832	Clear hit to Entrez gene ID
2158	mirna	miR-29a	Mus musculus	345	RT-PCR	387222	Clear hit to Entrez gene ID
2159	mirna	miR-29b	Mus musculus	345	RT-PCR	NOTFOUND	NOTFOUND
2160	mirna	miR-29c	Mus musculus	345	RT-PCR	387224	Clear hit to Entrez gene ID
2161	mirna	miR-301a	Mus musculus	345	RT-PCR	723834	Clear hit to Entrez gene ID
2162	mirna	miR-301b	Mus musculus	345	RT-PCR	791069	Clear hit to Entrez gene ID
2163	mirna	miR-30a	Mus musculus	345	RT-PCR	387225	Clear hit to Entrez gene ID
2164	mirna	miR-30b	Mus musculus	345	RT-PCR	387226	Clear hit to Entrez gene ID
2165	mirna	miR-30c	Mus musculus	345	RT-PCR	387227	Clear hit to Entrez gene ID
2166	mirna	miR-30d	Mus musculus	345	RT-PCR	387228	Clear hit to Entrez gene ID
2167	mirna	miR-30e	Mus musculus	345	RT-PCR	723836	Clear hit to Entrez gene ID
2168	mirna	miR-31	Mus musculus	345	RT-PCR	723895	Clear hit to Entrez gene ID
2169	mirna	miR-320	Mus musculus	345	RT-PCR	723838	Clear hit to Entrez gene ID
2170	mirna	miR-324-3p	Mus musculus	345	RT-PCR	723896	Clear hit to Entrez gene ID
2171	mirna	miR-324-5p	Mus musculus	345	RT-PCR	723896	Clear hit to Entrez gene ID
2172	mirna	miR-325	Mus musculus	345	RT-PCR	723929	Clear hit to Entrez gene ID
2173	mirna	miR-328	Mus musculus	345	RT-PCR	723841	Clear hit to Entrez gene ID
2174	mirna	miR-331-3p	Mus musculus	345	RT-PCR	723908	Clear hit to Entrez gene ID
2175	mirna	miR-331-5p	Mus musculus	345	RT-PCR	723908	Clear hit to Entrez gene ID
2176	mirna	miR-337-5p	Mus musculus	345	RT-PCR	723843	Clear hit to Entrez gene ID
2177	mirna	miR-338-3p	Mus musculus	345	RT-PCR	723844	Clear hit to Entrez gene ID
2178	mirna	miR-339-3p	Mus musculus	345	RT-PCR	723898	Clear hit to Entrez gene ID
2179	mirna	miR-339-5p	Mus musculus	345	RT-PCR	723898	Clear hit to Entrez gene ID
2180	mirna	miR-340-3p	Mus musculus	345	RT-PCR	723845	Clear hit to Entrez gene ID
2181	mirna	miR-340-5p	Mus musculus	345	RT-PCR	723845	Clear hit to Entrez gene ID
2182	mirna	miR-342-3p	Mus musculus	345	RT-PCR	723909	Clear hit to Entrez gene ID
2183	mirna	miR-342-5p	Mus musculus	345	RT-PCR	723909	Clear hit to Entrez gene ID
2184	mirna	miR-344	Mus musculus	345	RT-PCR	723931	Clear hit to Entrez gene ID
2185	mirna	miR-345-3p	Mus musculus	345	RT-PCR	723946	Clear hit to Entrez gene ID
2186	mirna	miR-34b-3p	Mus musculus	345	RT-PCR	723849	Clear hit to Entrez gene ID
2187	mirna	miR-34c	Mus musculus	345	RT-PCR	723932	Clear hit to Entrez gene ID
2188	mirna	miR-350	Mus musculus	345	RT-PCR	723921	Clear hit to Entrez gene ID
2189	mirna	miR-351	Mus musculus	345	RT-PCR	72575	Clear hit to Entrez gene ID
2190	mirna	miR-361	Mus musculus	345	RT-PCR	723850	Clear hit to Entrez gene ID
2191	mirna	miR-362-3p	Mus musculus	345	RT-PCR	723851	Clear hit to Entrez gene ID
2192	mirna	miR-363	Mus musculus	345	RT-PCR	723852	Clear hit to Entrez gene ID
2193	mirna	miR-375	Mus musculus	345	RT-PCR	723900	Clear hit to Entrez gene ID
2194	mirna	miR-376b	Mus musculus	345	RT-PCR	723934	Clear hit to Entrez gene ID
2195	mirna	miR-376c	Mus musculus	345	RT-PCR	723856	Clear hit to Entrez gene ID
2196	mirna	miR-379	Mus musculus	345	RT-PCR	723858	Clear hit to Entrez gene ID
2197	mirna	miR-380-5p	Mus musculus	345	RT-PCR	723859	Clear hit to Entrez gene ID
2198	mirna	miR-381	Mus musculus	345	RT-PCR	723935	Clear hit to Entrez gene ID
2199	mirna	miR-384-3p	Mus musculus	345	RT-PCR	723861	Clear hit to Entrez gene ID
2200	mirna	miR-384-5p	Mus musculus	345	RT-PCR	723861	Clear hit to Entrez gene ID
2201	mirna	miR-409-3p	Mus musculus	345	RT-PCR	723862	Clear hit to Entrez gene ID
2202	mirna	miR-410	Mus musculus	345	RT-PCR	100040724	Clear hit to Entrez gene ID
2203	mirna	miR-411	Mus musculus	345	RT-PCR	723936	Clear hit to Entrez gene ID
2204	mirna	miR-423-5p	Mus musculus	345	RT-PCR	751519	Clear hit to Entrez gene ID
2205	mirna	miR-424	Mus musculus	345	RT-PCR	NOTFOUND	NOTFOUND
2206	mirna	miR-449a	Mus musculus	345	RT-PCR	723868	Clear hit to Entrez gene ID
2207	mirna	miR-450a-5p	Mus musculus	345	RT-PCR	NOTFOUND	NOTFOUND
2208	mirna	miR-451	Mus musculus	345	RT-PCR	723870	Clear hit to Entrez gene ID
2209	mirna	miR-452	Mus musculus	345	RT-PCR	723919	Clear hit to Entrez gene ID
2210	mirna	miR-484	Mus musculus	345	RT-PCR	723916	Clear hit to Entrez gene ID
2211	mirna	miR-488	Mus musculus	345	RT-PCR	735253	Clear hit to Entrez gene ID
2212	mirna	miR-491	Mus musculus	345	RT-PCR	735282	Clear hit to Entrez gene ID
2213	mirna	miR-497	Mus musculus	345	RT-PCR	751537	Clear hit to Entrez gene ID
2214	mirna	miR-500	Mus musculus	345	RT-PCR	723974	Clear hit to Entrez gene ID
2215	mirna	miR-503	Mus musculus	345	RT-PCR	72575	Clear hit to Entrez gene ID
2216	mirna	miR-509-3p	Mus musculus	345	RT-PCR	100124449	Clear hit to Entrez gene ID
2217	mirna	miR-532-3p	Mus musculus	345	RT-PCR	751544	Clear hit to Entrez gene ID
2218	mirna	miR-532-5p	Mus musculus	345	RT-PCR	751544	Clear hit to Entrez gene ID
2219	mirna	miR-542-3p	Mus musculus	345	RT-PCR	723901	Clear hit to Entrez gene ID
2220	mirna	miR-542-5p	Mus musculus	345	RT-PCR	723901	Clear hit to Entrez gene ID
2221	mirna	miR-544	Mus musculus	345	RT-PCR	100124450	Clear hit to Entrez gene ID
2222	mirna	miR-547	Mus musculus	345	RT-PCR	723918	Clear hit to Entrez gene ID
2223	mirna	miR-551b	Mus musculus	345	RT-PCR	791072	Clear hit to Entrez gene ID
2224	mirna	miR-574-3p	Mus musculus	345	RT-PCR	100124451	Clear hit to Entrez gene ID
2225	mirna	miR-582-5p	Mus musculus	345	RT-PCR	100124489	Clear hit to Entrez gene ID
2226	mirna	miR-598	Mus musculus	345	RT-PCR	100124452	Clear hit to Entrez gene ID
2227	mirna	miR-652	Mus musculus	345	RT-PCR	723976	Clear hit to Entrez gene ID
2228	mirna	miR-665	Mus musculus	345	RT-PCR	751555	Clear hit to Entrez gene ID
2229	mirna	miR-671-3p	Mus musculus	345	RT-PCR	735264	Clear hit to Entrez gene ID
2230	mirna	miR-672	Mus musculus	345	RT-PCR	751535	Clear hit to Entrez gene ID
2231	mirna	miR-676	Mus musculus	345	RT-PCR	751534	Clear hit to Entrez gene ID
2232	mirna	miR-682	Mus musculus	345	RT-PCR	751556	Clear hit to Entrez gene ID
2233	mirna	miR-685	Mus musculus	345	RT-PCR	NOTFOUND	NOTFOUND
2234	mirna	miR-708	Mus musculus	345	RT-PCR	735284	Clear hit to Entrez gene ID
2235	mirna	miR-744	Mus musculus	345	RT-PCR	791070	Clear hit to Entrez gene ID
2236	mirna	miR-7a	Mus musculus	345	RT-PCR	NOTFOUND	NOTFOUND
2237	mirna	miR-7b	Mus musculus	345	RT-PCR	723883	Clear hit to Entrez gene ID
2238	mirna	miR-872	Mus musculus	345	RT-PCR	100124456	Clear hit to Entrez gene ID
2239	mirna	miR-9	Mus musculus	345	RT-PCR	NOTFOUND	NOTFOUND
2240	mirna	miR-92a	Mus musculus	345	RT-PCR	NOTFOUND	NOTFOUND
2241	mirna	miR-93	Mus musculus	345	RT-PCR	723885	Clear hit to Entrez gene ID
2242	mirna	miR-98	Mus musculus	345	RT-PCR	723947	Clear hit to Entrez gene ID
2243	mirna	miR-99a	Mus musculus	345	RT-PCR	387229	Clear hit to Entrez gene ID
2244	mirna	miR-99b	Mus musculus	345	RT-PCR	75202	Clear hit to Entrez gene ID
2245	mirna	miR-190b	Rattus norvegicus	345	RT-PCR	100314103	Clear hit to Entrez gene ID
2246	mirna	miR-196c	Rattus norvegicus	345	RT-PCR	100314204	Clear hit to Entrez gene ID
2247	mirna	miR-219-1-3p	Rattus norvegicus	345	RT-PCR	100314058	Clear hit to Entrez gene ID
2248	mirna	miR-224	Rattus norvegicus	345	RT-PCR	100314075	Clear hit to Entrez gene ID
2249	mirna	miR-345-3p	Rattus norvegicus	345	RT-PCR	100314147	Clear hit to Entrez gene ID
2250	mirna	miR-347	Rattus norvegicus	345	RT-PCR	100313982	Clear hit to Entrez gene ID
2251	mirna	miR-351	Rattus norvegicus	345	RT-PCR	100314289	Clear hit to Entrez gene ID
2252	mirna	miR-381	Rattus norvegicus	345	RT-PCR	100314084	Clear hit to Entrez gene ID
2253	mirna	miR-598-5p	Rattus norvegicus	345	RT-PCR	100314206	Clear hit to Entrez gene ID
2254	mirna	snoRNA135	Mus musculus	345	RT-PCR	100217444	Clear hit to Entrez gene ID
2255	mirna	snoRNA202	Mus musculus	345	RT-PCR	NOTFOUND	NOTFOUND
2256	mirna	miR-29a	Mus musculus	346	RNA deep sequencing	387222	Clear hit to Entrez gene ID
2257	mirna	miR-125b-5p	Mus musculus	346	RNA deep sequencing	NOTFOUND	NOTFOUND
2258	mirna	miR-24	Mus musculus	346	RNA deep sequencing	387142	Clear hit to Entrez gene ID
2259	mirna	miR-125a	Mus musculus	346	RNA deep sequencing	75202	Clear hit to Entrez gene ID
2260	mirna	miR-301a	Mus musculus	346	RNA deep sequencing	723834	Clear hit to Entrez gene ID
2261	mirna	miR-130a	Mus musculus	346	RNA deep sequencing	387149	Clear hit to Entrez gene ID
2262	mirna	let-7c	Mus musculus	346	RNA deep sequencing	387246	Clear hit to Entrez gene ID
2263	mirna	let-7b	Mus musculus	346	RNA deep sequencing	387245	Clear hit to Entrez gene ID
2264	mirna	miR-93	Mus musculus	346	RNA deep sequencing	723885	Clear hit to Entrez gene ID
2265	mirna	miR-191	Mus musculus	346	RNA deep sequencing	387186	Clear hit to Entrez gene ID
2266	mirna	miR-296-5p	Mus musculus	346	RNA deep sequencing	723906	Clear hit to Entrez gene ID
2267	mirna	miR-99b	Mus musculus	346	RNA deep sequencing	75202	Clear hit to Entrez gene ID
2268	mirna	miR-103	Mus musculus	346	RNA deep sequencing	NOTFOUND	NOTFOUND
2269	mirna	miR-344-3p	Mus musculus	346	RNA deep sequencing	723931	Clear hit to Entrez gene ID
2270	mirna	miR-16	Mus musculus	346	RNA deep sequencing	387134	Clear hit to Entrez gene ID
2271	mirna	miR-29c	Mus musculus	346	RNA deep sequencing	387224	Clear hit to Entrez gene ID
2272	mirna	miR-342-3p	Mus musculus	346	RNA deep sequencing	723909	Clear hit to Entrez gene ID
2273	mirna	miR-23b	Mus musculus	346	RNA deep sequencing	72061	Clear hit to Entrez gene ID
2274	mirna	miR-21	Mus musculus	346	RNA deep sequencing	387140	Clear hit to Entrez gene ID
2275	mirna	miR-23a	Mus musculus	346	RNA deep sequencing	387216	Clear hit to Entrez gene ID
2276	mirna	miR-30c	Mus musculus	346	RNA deep sequencing	387227	Clear hit to Entrez gene ID
2277	mirna	miR-130b	Mus musculus	346	RNA deep sequencing	723816	Clear hit to Entrez gene ID
2278	mirna	miR-361	Mus musculus	346	RNA deep sequencing	723850	Clear hit to Entrez gene ID
2279	mirna	miR-378	Mus musculus	346	RNA deep sequencing	723889	Clear hit to Entrez gene ID
2280	mirna	miR-30b	Mus musculus	346	RNA deep sequencing	387226	Clear hit to Entrez gene ID
2281	mirna	miR-339	Mus musculus	346	RNA deep sequencing	723898	Clear hit to Entrez gene ID
2282	mirna	miR-99b	Mus musculus	346	RNA deep sequencing	75202	Clear hit to Entrez gene ID
2283	mirna	miR-107	Mus musculus	346	RNA deep sequencing	723826	Clear hit to Entrez gene ID
2284	mirna	let-7f	Mus musculus	346	RNA deep sequencing	387252	Ambiguous mapping to Entrez gene ID
2285	mirna	let-7f	Mus musculus	346	RNA deep sequencing	387253	Ambiguous mapping to Entrez gene ID
2286	mirna	miR-484	Mus musculus	346	RNA deep sequencing	723916	Clear hit to Entrez gene ID
2287	mirna	miR-181a	Mus musculus	346	RNA deep sequencing	387176	Clear hit to Entrez gene ID
2288	mirna	miR-26a	Mus musculus	346	RNA deep sequencing	387218	Clear hit to Entrez gene ID
2289	mirna	let-7i	Mus musculus	346	RNA deep sequencing	387251	Clear hit to Entrez gene ID
2290	mirna	miR-320	Mus musculus	346	RNA deep sequencing	723838	Clear hit to Entrez gene ID
2291	mirna	miR-138	Mus musculus	346	RNA deep sequencing	NOTFOUND	NOTFOUND
2292	mirna	miR-342-5p	Mus musculus	346	RNA deep sequencing	723909	Clear hit to Entrez gene ID
2293	mirna	miR-872	Mus musculus	346	RNA deep sequencing	100124456	Clear hit to Entrez gene ID
2294	mirna	miR-344b	Mus musculus	346	RNA deep sequencing	100526558	Clear hit to Entrez gene ID
2295	mirna	miR-29b	Mus musculus	346	RNA deep sequencing	NOTFOUND	NOTFOUND
2296	mirna	miR-25	Mus musculus	346	RNA deep sequencing	723926	Clear hit to Entrez gene ID
2297	mirna	let-7a	Mus musculus	346	RNA deep sequencing	387244	Clear hit to Entrez gene ID
2298	mirna	miR-30e	Mus musculus	346	RNA deep sequencing	723836	Clear hit to Entrez gene ID
2299	mirna	miR-30a	Mus musculus	346	RNA deep sequencing	387225	Clear hit to Entrez gene ID
2300	mirna	miR-451	Mus musculus	346	RNA deep sequencing	723870	Clear hit to Entrez gene ID
2301	mirna	miR-672	Mus musculus	346	RNA deep sequencing	751535	Clear hit to Entrez gene ID
2302	mirna	miR-30a-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2303	mirna	miR-30b-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2304	mirna	miR-10b-5p	Homo sapiens	357	RNA deep sequencing	406903	Clear hit to Entrez gene ID
2305	mirna	miR-10a-5p	Homo sapiens	357	RNA deep sequencing	406902	Clear hit to Entrez gene ID
2306	mirna	miR-30d-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2307	mirna	miR-26a-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2308	mirna	miR-30c-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2309	mirna	miR-200c-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2310	mirna	miR-99a-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2311	mirna	let-7b-5p	Homo sapiens	357	RNA deep sequencing	406884	Clear hit to Entrez gene ID
2312	mirna	miR-19b-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2313	mirna	miR-200b-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2314	mirna	let-7a-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2315	mirna	miR-29b-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2316	mirna	miR-203a	Homo sapiens	357	RNA deep sequencing	406986	Clear hit to Entrez gene ID
2317	mirna	miR-21-5p	Homo sapiens	357	RNA deep sequencing	406991	Clear hit to Entrez gene ID
2318	mirna	let-7f-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2319	mirna	let-7g-5p	Homo sapiens	357	RNA deep sequencing	406890	Clear hit to Entrez gene ID
2320	mirna	miR-29a-3p	Homo sapiens	357	RNA deep sequencing	407021	Clear hit to Entrez gene ID
2321	mirna	miR-125b-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2322	mirna	let-7c	Homo sapiens	357	RNA deep sequencing	406885	Clear hit to Entrez gene ID
2323	mirna	miR-23b-3p	Homo sapiens	357	RNA deep sequencing	407011	Clear hit to Entrez gene ID
2324	mirna	miR-24-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2325	mirna	miR-99b-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2326	mirna	miR-335-5p	Homo sapiens	357	RNA deep sequencing	442904	Clear hit to Entrez gene ID
2327	mirna	miR-130a-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2328	mirna	miR-100-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2329	mirna	miR-204-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2330	mirna	miR-34a-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2331	mirna	miR-192-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2332	mirna	miR-148a-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2333	mirna	miR-342-3p	Homo sapiens	357	RNA deep sequencing	442909	Clear hit to Entrez gene ID
2334	mirna	miR-194-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2335	mirna	miR-205-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2336	mirna	miR-484	Homo sapiens	357	RNA deep sequencing	619553	Clear hit to Entrez gene ID
2337	mirna	miR-423-3p	Homo sapiens	357	RNA deep sequencing	494335	Clear hit to Entrez gene ID
2338	mirna	miR-222-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2339	mirna	miR-22-3p	Homo sapiens	357	RNA deep sequencing	407004	Clear hit to Entrez gene ID
2340	mirna	miR-185-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2341	mirna	miR-197-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2342	mirna	miR-378a-3p	Homo sapiens	357	RNA deep sequencing	494327	Clear hit to Entrez gene ID
2343	mirna	miR-425-5p	Homo sapiens	357	RNA deep sequencing	494337	Clear hit to Entrez gene ID
2344	mirna	miR-193a-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2345	mirna	miR-3065-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2346	mirna	miR-28-3p	Homo sapiens	357	RNA deep sequencing	407020	Clear hit to Entrez gene ID
2347	mirna	miR-320b	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2348	mirna	miR-320c	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2349	mirna	miR-126-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2350	mirna	miR-181b-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2351	mirna	miR-301a-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2352	mirna	miR-378c	Homo sapiens	357	RNA deep sequencing	100422867	Clear hit to Entrez gene ID
2353	mirna	miR-29c-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2354	mirna	miR-200a-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2355	mirna	let-7e-5p	Homo sapiens	357	RNA deep sequencing	406887	Clear hit to Entrez gene ID
2356	mirna	miR-141-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2357	mirna	miR-429	Homo sapiens	357	RNA deep sequencing	554210	Clear hit to Entrez gene ID
2358	mirna	let-7d-5p	Homo sapiens	357	RNA deep sequencing	406886	Clear hit to Entrez gene ID
2359	mirna	miR-20a-5p	Homo sapiens	357	RNA deep sequencing	406982	Clear hit to Entrez gene ID
2360	mirna	miR-26b-5p	Homo sapiens	357	RNA deep sequencing	407017	Clear hit to Entrez gene ID
2361	mirna	miR-17-5p	Homo sapiens	357	RNA deep sequencing	406952	Ambiguous mapping to Entrez gene ID
2362	mirna	miR-30e-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2363	mirna	miR-93-5p	Homo sapiens	357	RNA deep sequencing	407050	Clear hit to Entrez gene ID
2364	mirna	miR-27b-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2365	mirna	miR-27a-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2366	mirna	miR-660-5p	Homo sapiens	357	RNA deep sequencing	724030	Clear hit to Entrez gene ID
2367	mirna	miR-221-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2368	mirna	miR-30a-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2369	mirna	miR-19a-3p	Homo sapiens	357	RNA deep sequencing	406979	Clear hit to Entrez gene ID
2370	mirna	miR-103a-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2371	mirna	miR-103b	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2372	mirna	miR-23a-3p	Homo sapiens	357	RNA deep sequencing	407010	Clear hit to Entrez gene ID
2373	mirna	miR-135b-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2374	mirna	miR-424-5p	Homo sapiens	357	RNA deep sequencing	494336	Clear hit to Entrez gene ID
2375	mirna	miR-374b-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2376	mirna	miR-374c-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2377	mirna	miR-106a-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2378	mirna	miR-31-5p	Homo sapiens	357	RNA deep sequencing	407035	Clear hit to Entrez gene ID
2379	mirna	miR-151a-5p	Homo sapiens	357	RNA deep sequencing	442893	Clear hit to Entrez gene ID
2380	mirna	miR-106b-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2381	mirna	miR-181a-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2382	mirna	let-7i-5p	Homo sapiens	357	RNA deep sequencing	406891	Clear hit to Entrez gene ID
2383	mirna	miR-20b-5p	Homo sapiens	357	RNA deep sequencing	574032	Clear hit to Entrez gene ID
2384	mirna	miR-186-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2385	mirna	miR-107	Homo sapiens	357	RNA deep sequencing	406901	Clear hit to Entrez gene ID
2386	mirna	miR-652-3p	Homo sapiens	357	RNA deep sequencing	724022	Clear hit to Entrez gene ID
2387	mirna	miR-92a-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2388	mirna	miR-135a-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2389	mirna	miR-455-3p	Homo sapiens	357	RNA deep sequencing	619556	Clear hit to Entrez gene ID
2390	mirna	miR-744-5p	Homo sapiens	357	RNA deep sequencing	100126313	Clear hit to Entrez gene ID
2391	mirna	miR-489	Homo sapiens	357	RNA deep sequencing	574442	Clear hit to Entrez gene ID
2392	mirna	miR-551b-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2393	mirna	miR-29c-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2394	mirna	miR-15b-5p	Homo sapiens	357	RNA deep sequencing	406949	Clear hit to Entrez gene ID
2395	mirna	miR-187-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2396	mirna	miR-590-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2397	mirna	miR-18a-5p	Homo sapiens	357	RNA deep sequencing	406953	Clear hit to Entrez gene ID
2398	mirna	miR-361-5p	Homo sapiens	357	RNA deep sequencing	494323	Clear hit to Entrez gene ID
2399	mirna	miR-15a-5p	Homo sapiens	357	RNA deep sequencing	406948	Clear hit to Entrez gene ID
2400	mirna	miR-101-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2401	mirna	miR-345-5p	Homo sapiens	357	RNA deep sequencing	442910	Clear hit to Entrez gene ID
2402	mirna	miR-98-5p	Homo sapiens	357	RNA deep sequencing	407054	Clear hit to Entrez gene ID
2403	mirna	miR-28-5p	Homo sapiens	357	RNA deep sequencing	407020	Clear hit to Entrez gene ID
2404	mirna	miR-182-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2405	mirna	miR-363-3p	Homo sapiens	357	RNA deep sequencing	574031	Clear hit to Entrez gene ID
2406	mirna	miR-30e-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2407	mirna	miR-152	Homo sapiens	357	RNA deep sequencing	406943	Clear hit to Entrez gene ID
2408	mirna	miR-200b-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2409	mirna	miR-3184-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2410	mirna	miR-423-5p	Homo sapiens	357	RNA deep sequencing	494335	Clear hit to Entrez gene ID
2411	mirna	miR-193b-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2412	mirna	miR-10b-3p	Homo sapiens	357	RNA deep sequencing	406903	Clear hit to Entrez gene ID
2413	mirna	miR-324-3p	Homo sapiens	357	RNA deep sequencing	442898	Clear hit to Entrez gene ID
2414	mirna	miR-708-5p	Homo sapiens	357	RNA deep sequencing	100126333	Clear hit to Entrez gene ID
2415	mirna	miR-503-5p	Homo sapiens	357	RNA deep sequencing	574506	Clear hit to Entrez gene ID
2416	mirna	miR-582-5p	Homo sapiens	357	RNA deep sequencing	693167	Clear hit to Entrez gene ID
2417	mirna	miR-1307-5p	Homo sapiens	357	RNA deep sequencing	100302174	Clear hit to Entrez gene ID
2418	mirna	miR-532-5p	Homo sapiens	357	RNA deep sequencing	693124	Clear hit to Entrez gene ID
2419	mirna	miR-574-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2420	mirna	miR-196b-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2421	mirna	miR-664a-3p	Homo sapiens	357	RNA deep sequencing	100302234	Clear hit to Entrez gene ID
2422	mirna	miR-196a-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2423	mirna	miR-339-5p	Homo sapiens	357	RNA deep sequencing	442907	Clear hit to Entrez gene ID
2424	mirna	miR-361-3p	Homo sapiens	357	RNA deep sequencing	494323	Clear hit to Entrez gene ID
2425	mirna	miR-501-3p	Homo sapiens	357	RNA deep sequencing	574503	Clear hit to Entrez gene ID
2426	mirna	miR-149-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2427	mirna	miR-30c-2-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2428	mirna	miR-769-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2429	mirna	miR-92b-3p	Homo sapiens	357	RNA deep sequencing	693235	Clear hit to Entrez gene ID
2430	mirna	miR-140-3p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
2431	mirna	miR-32-5p	Homo sapiens	357	RNA deep sequencing	407036	Clear hit to Entrez gene ID
2432	mirna	miR-362-3p	Homo sapiens	357	RNA deep sequencing	574030	Clear hit to Entrez gene ID
2433	mirna	miR-146b-5p	Homo sapiens	357	RNA deep sequencing	NOTFOUND	NOTFOUND
