CONTENT ID	CONTENT TYPE	LIPID ID	SPECIES	EXPERIMENT ID	METHODS
295	lipid	Lysophosphatidylethanolamine(18:3/0:0)	Homo sapiens	451	Mass spectrometry
296	lipid	Phosphatidylinositolphosphate; C=36; DB=1	Homo sapiens	451	Mass spectrometry
297	lipid	Ceramide (d18:1/9Z-18:1)	Homo sapiens	451	Mass spectrometry
298	lipid	Eicosenoic acid	Homo sapiens	451	Mass spectrometry
299	lipid	2-Phenylaminoadenosine	Homo sapiens	451	Mass spectrometry
300	lipid	Lysophosphatidic acid(14:1(9Z)/0:0)	Homo sapiens	451	Mass spectrometry
301	lipid	Lysophosphatidic acid(14:0/0:0)	Homo sapiens	451	Mass spectrometry
302	lipid	Lysophosphatidylserine(15:0/0:0)	Homo sapiens	451	Mass spectrometry
303	lipid	Lysophosphatidylserine(P-20:0/0:0)	Homo sapiens	451	Mass spectrometry
304	lipid	GlcAbeta-Cer(d18:1/18:0)	Homo sapiens	451	Mass spectrometry
305	lipid	Ganglioside GD3 (d18:1/23:0)	Homo sapiens	451	Mass spectrometry
306	lipid	Ganglioside GT1b (d18:1/12:0) Ganglioside GT1c (d18:1/12:0)	Homo sapiens	451	Mass spectrometry
307	lipid	Phosphatidic acid; C=28	Homo sapiens	451	Mass spectrometry
308	lipid	Phosphatidic acid (P-16:0/20:5)	Homo sapiens	451	Mass spectrometry
309	lipid	Phosphatidylethanolamine; C=32; DB=2	Homo sapiens	451	Mass spectrometry
310	lipid	Phosphatidylglycerol; C=35; DB= 4	Homo sapiens	451	Mass spectrometry
311	lipid	Phosphatidylcholine; C=46; DB=5	Homo sapiens	451	Mass spectrometry
312	lipid	Triglyceride; C=59; DB=12	Homo sapiens	451	Mass spectrometry
313	lipid	Cholesterol	Homo sapiens	457	Mass spectrometry
314	lipid	Glycerolipid	Homo sapiens	457	Mass spectrometry
315	lipid	Glycerophospholipid	Homo sapiens	457	Mass spectrometry
316	lipid	Sphingolipid	Homo sapiens	457	Mass spectrometry
317	lipid	Glycosphingolipid	Homo sapiens	457	Mass spectrometry
318	lipid	Phosphatidyl serine C16:0/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
319	lipid	Phosphatidic acid C18:2/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
320	lipid	Phosphatidylcholine C16:0/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
321	lipid	Phosphatidyl serine C16:0/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
322	lipid	Phosphatidyl glycerol C16:0/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
323	lipid	Phosphatidylethanolamine C14:0/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
324	lipid	Phosphatidylethanolamine C18:2/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
325	lipid	Phosphatidylcholine C16:0/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
326	lipid	Phosphatidylcholine C18:2/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
327	lipid	Phosphatidylethanolamine C18:0/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
328	lipid	Phosphatidylethanolamine C16:0/C20:0	Paracoccidioides brasiliensis	459	Mass spectrometry
329	lipid	Phosphatidyl inositol C16:0/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
330	lipid	Phosphatidylethanolamine C16:0/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
331	lipid	Phosphatidylethanolamine C18:2/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
332	lipid	Phosphatidylethanolamine C16:0/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
333	lipid	Phosphatidylethanolamine lyso-C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
334	lipid	Phosphatidylethanolamine C15:0/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
335	lipid	Phosphatidylcholine C18:1/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
336	lipid	Phosphatidic acid C16:0/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
337	lipid	Phosphatidic acid C16:0/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
338	lipid	Phosphatidic acid C18:2/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
339	lipid	Phosphatidic acid C18:1/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
340	lipid	Phosphatidylethanolamine C15:0/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
341	lipid	Phosphatidylcholine C15:0/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
342	lipid	Phosphatidylethanolamine C18:1/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
343	lipid	Phosphatidylcholine C18:2/C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
344	lipid	Phosphatidylethanolamine C14:0/C16:0	Paracoccidioides brasiliensis	459	Mass spectrometry
345	lipid	Phosphatidylcholine lyso-C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
346	lipid	Phosphatidylcholine lyso-C18:3	Paracoccidioides brasiliensis	459	Mass spectrometry
347	lipid	Phosphatidylethanolamine C18:0/C18:0	Paracoccidioides brasiliensis	459	Mass spectrometry
348	lipid	Phosphatidyl inositol Alkyl-C16:0-Acyl-C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
349	lipid	Phosphatidyl inositol Alkyl-C16:0-Acyl-C18:1	Paracoccidioides brasiliensis	459	Mass spectrometry
350	lipid	Phosphatidic acid C15:0/C18:2	Paracoccidioides brasiliensis	459	Mass spectrometry
351	lipid	Phosphatidyl serine C16:0/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
352	lipid	Phosphatidic acid C18:2/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
353	lipid	Phosphatidylcholine C16:0/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
354	lipid	Phosphatidyl serine C16:0/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
355	lipid	Phosphatidyl glycerol C16:0/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
356	lipid	Phosphatidylethanolamine C14:0/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
357	lipid	Phosphatidylethanolamine C18:2/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
358	lipid	Phosphatidylcholine C16:0/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
359	lipid	Phosphatidylcholine C18:2/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
360	lipid	Phosphatidylethanolamine C18:0/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
361	lipid	Phosphatidylethanolamine C16:0/C20:0	Paracoccidioides brasiliensis	460	Mass spectrometry
362	lipid	Phosphatidyl inositol C16:0/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
363	lipid	Phosphatidylethanolamine C16:0/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
364	lipid	Phosphatidylethanolamine C18:2/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
365	lipid	Phosphatidylethanolamine C16:0/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
366	lipid	Phosphatidylethanolamine lyso-C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
367	lipid	Phosphatidylethanolamine C15:0/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
368	lipid	Phosphatidylcholine C18:1/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
369	lipid	Phosphatidic acid C16:0/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
370	lipid	Phosphatidic acid C16:0/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
371	lipid	Phosphatidic acid C18:2/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
372	lipid	Phosphatidic acid C18:1/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
373	lipid	Phosphatidylethanolamine C15:0/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
374	lipid	Phosphatidylcholine C15:0/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
375	lipid	Phosphatidylethanolamine C18:1/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
376	lipid	Phosphatidylcholine C18:2/C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
377	lipid	Phosphatidylethanolamine C14:0/C16:0	Paracoccidioides brasiliensis	460	Mass spectrometry
378	lipid	Phosphatidylcholine lyso-C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
379	lipid	Phosphatidylcholine lyso-C18:3	Paracoccidioides brasiliensis	460	Mass spectrometry
380	lipid	Phosphatidylethanolamine C18:0/C18:0	Paracoccidioides brasiliensis	460	Mass spectrometry
381	lipid	Phosphatidyl inositol Alkyl-C16:0-Acyl-C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
382	lipid	Phosphatidyl inositol Alkyl-C16:0-Acyl-C18:1	Paracoccidioides brasiliensis	460	Mass spectrometry
383	lipid	Phosphatidic acid C15:0/C18:2	Paracoccidioides brasiliensis	460	Mass spectrometry
384	lipid	monohexosylceramides	Homo sapiens	499	LC
385	lipid	Phosphatidylinositol	Homo sapiens	499	LC
386	lipid	Phosphatidylethanolamine	Homo sapiens	499	LC
387	lipid	Phosphatidylserine	Homo sapiens	499	LC
388	lipid	Phosphatidylcholine	Homo sapiens	499	LC
389	lipid	Sphingomyelin	Homo sapiens	499	LC
390	lipid	Cholesterol	Homo sapiens	499	LC
391	lipid	monohexosylceramides	Homo sapiens	500	LC
392	lipid	Phosphatidylinositol	Homo sapiens	500	LC
393	lipid	Phosphatidylethanolamine	Homo sapiens	500	LC
394	lipid	Phosphatidylserine	Homo sapiens	500	LC
395	lipid	Phosphatidylcholine	Homo sapiens	500	LC
396	lipid	Sphingomyelin	Homo sapiens	500	LC
397	lipid	Cholesterol	Homo sapiens	500	LC
398	lipid	Sphingomyelin	Homo sapiens	504	Mass spectrometry
399	lipid	Lysophosphatidylcholine	Homo sapiens	504	Mass spectrometry
400	lipid	Phosphatidylcholine	Homo sapiens	504	Mass spectrometry
401	lipid	Phosphatidylserine	Homo sapiens	504	Mass spectrometry
402	lipid	Ceramide	Homo sapiens	504	Mass spectrometry
403	lipid	Phosphatidylethanolamine	Homo sapiens	504	Mass spectrometry
404	lipid	Ganglioside GM3	Homo sapiens	504	Mass spectrometry
405	lipid	Phosphatidic acid	Homo sapiens	504	Mass spectrometry
406	lipid	Phosphatidylinositol	Homo sapiens	504	Mass spectrometry
407	lipid	Phosphatidylglycerol	Homo sapiens	504	Mass spectrometry
408	lipid	Sphingomyelin	Homo sapiens	505	Mass spectrometry
409	lipid	Lysophosphatidylcholine	Homo sapiens	505	Mass spectrometry
410	lipid	Phosphatidylcholine	Homo sapiens	505	Mass spectrometry
411	lipid	Phosphatidylserine	Homo sapiens	505	Mass spectrometry
412	lipid	Ceramide	Homo sapiens	505	Mass spectrometry
413	lipid	Phosphatidylethanolamine	Homo sapiens	505	Mass spectrometry
414	lipid	Ganglioside GM3	Homo sapiens	505	Mass spectrometry
415	lipid	Phosphatidic acid	Homo sapiens	505	Mass spectrometry
416	lipid	Phosphatidylinositol	Homo sapiens	505	Mass spectrometry
417	lipid	Phosphatidylglycerol	Homo sapiens	505	Mass spectrometry
418	lipid	Sphingomyelin	Homo sapiens	506	Mass spectrometry
419	lipid	Lysophosphatidylcholine	Homo sapiens	506	Mass spectrometry
420	lipid	Phosphatidylcholine	Homo sapiens	506	Mass spectrometry
421	lipid	Phosphatidylserine	Homo sapiens	506	Mass spectrometry
422	lipid	Ceramide	Homo sapiens	506	Mass spectrometry
423	lipid	Phosphatidylethanolamine	Homo sapiens	506	Mass spectrometry
424	lipid	Ganglioside GM3	Homo sapiens	506	Mass spectrometry
425	lipid	Phosphatidic acid	Homo sapiens	506	Mass spectrometry
426	lipid	Phosphatidylinositol	Homo sapiens	506	Mass spectrometry
427	lipid	Phosphatidylglycerol	Homo sapiens	506	Mass spectrometry
428	lipid	Sphingomyelin	Homo sapiens	528	Mass spectrometry
429	lipid	Phosphatidylserine	Homo sapiens	528	Mass spectrometry
430	lipid	Phosphatidylglycerol	Homo sapiens	528	Mass spectrometry
431	lipid	Lysophosphatidylethanolamine	Homo sapiens	528	Mass spectrometry
432	lipid	Lysophosphatidylcholine	Homo sapiens	528	Mass spectrometry
433	lipid	Phosphatidylcholine	Homo sapiens	528	Mass spectrometry
434	lipid	Ethylphosphocholine	Homo sapiens	528	Mass spectrometry
435	lipid	Phosphatidylethanolamine	Homo sapiens	528	Mass spectrometry
436	lipid	Phosphatidylinositol	Homo sapiens	528	Mass spectrometry
437	lipid	Phosphatidic acid	Homo sapiens	528	Mass spectrometry
438	lipid	Ethylphosphatidylethanolamine	Homo sapiens	528	Mass spectrometry
439	lipid	Phosphatidylcholine O?O-32:0	Homo sapiens	529	Mass spectrometry
440	lipid	Phosphatidylcholine O?16:1/16:1	Homo sapiens	529	Mass spectrometry
441	lipid	Phosphatidylcholine O?16:0/16:0?	Homo sapiens	529	Mass spectrometry
442	lipid	Phosphatidylcholine O?O-34:2	Homo sapiens	529	Mass spectrometry
443	lipid	Phosphatidylcholine O?O-34:1	Homo sapiens	529	Mass spectrometry
444	lipid	Phosphatidylcholine O?16:0/18:3	Homo sapiens	529	Mass spectrometry
445	lipid	Phosphatidylcholine O?16:0/18:2	Homo sapiens	529	Mass spectrometry
446	lipid	Phosphatidylcholine O?16:0/18:1	Homo sapiens	529	Mass spectrometry
447	lipid	Phosphatidylcholine O?O-36:5	Homo sapiens	529	Mass spectrometry
448	lipid	Phosphatidylcholine O?O-36:4	Homo sapiens	529	Mass spectrometry
449	lipid	Phosphatidylcholine O?16:0/20:5	Homo sapiens	529	Mass spectrometry
450	lipid	Phosphatidylcholine O?16:0/20:4	Homo sapiens	529	Mass spectrometry
451	lipid	Phosphatidylcholine O?18:1/18:2	Homo sapiens	529	Mass spectrometry
452	lipid	Phosphatidylcholine O?18:0/18:2	Homo sapiens	529	Mass spectrometry
453	lipid	Phosphatidylcholine O?18:0/18:1	Homo sapiens	529	Mass spectrometry
454	lipid	Phosphatidylcholine O?O-38:5	Homo sapiens	529	Mass spectrometry
455	lipid	Phosphatidylcholine O?O-38:4	Homo sapiens	529	Mass spectrometry
456	lipid	Phosphatidylcholine O?18:1/20:6	Homo sapiens	529	Mass spectrometry
457	lipid	Phosphatidylcholine O?16:0/22:6	Homo sapiens	529	Mass spectrometry
458	lipid	Phosphatidylcholine O?18:1/20:4	Homo sapiens	529	Mass spectrometry
459	lipid	Phosphatidylcholine O?18:0/20:4	Homo sapiens	529	Mass spectrometry
460	lipid	Phosphatidylcholine O?18:2/22:6	Homo sapiens	529	Mass spectrometry
461	lipid	Phosphatidylcholine O?18:1/22:6	Homo sapiens	529	Mass spectrometry
462	lipid	Phosphatidylcholine O?18:0/22:6	Homo sapiens	529	Mass spectrometry
463	lipid	Phosphatidylcholine O?18:0/22:5	Homo sapiens	529	Mass spectrometry
464	lipid	Phosphatidylcholine O?18:0/22:4	Homo sapiens	529	Mass spectrometry
465	lipid	Sphingomyelin?d16:1/16:0?	Homo sapiens	529	Mass spectrometry
466	lipid	Sphingomyelin?d17:1/16:0	Homo sapiens	529	Mass spectrometry
467	lipid	Sphingomyelin?	Homo sapiens	529	Mass spectrometry
468	lipid	Sphingomyelin?d18:1/16:1	Homo sapiens	529	Mass spectrometry
469	lipid	Sphingomyelin?d18:1/16:0?	Homo sapiens	529	Mass spectrometry
470	lipid	Sphingomyelin?d17:1/18:0	Homo sapiens	529	Mass spectrometry
471	lipid	Sphingomyelin?d18:1/18:3	Homo sapiens	529	Mass spectrometry
472	lipid	Sphingomyelin?d18:1/18:2	Homo sapiens	529	Mass spectrometry
473	lipid	Sphingomyelin?d18:1/18:1	Homo sapiens	529	Mass spectrometry
474	lipid	Sphingomyelin?d18:1/18:0	Homo sapiens	529	Mass spectrometry
475	lipid	Sphingomyelin?d17:1/20:2	Homo sapiens	529	Mass spectrometry
476	lipid	Sphingomyelin?d18:1/20:1	Homo sapiens	529	Mass spectrometry
477	lipid	Sphingomyelin?d18:1/20:0	Homo sapiens	529	Mass spectrometry
478	lipid	Sphingomyelin?d17:1/22:0	Homo sapiens	529	Mass spectrometry
479	lipid	Sphingomyelin?d18:1/22:1	Homo sapiens	529	Mass spectrometry
480	lipid	Sphingomyelin?d18:1/22:0	Homo sapiens	529	Mass spectrometry
481	lipid	Sphingomyelin?d17:1/24:1	Homo sapiens	529	Mass spectrometry
482	lipid	Sphingomyelin?d17:1/24:0	Homo sapiens	529	Mass spectrometry
483	lipid	Sphingomyelin?d18:1/24:2	Homo sapiens	529	Mass spectrometry
484	lipid	Sphingomyelin?d18:1/24:1?	Homo sapiens	529	Mass spectrometry
485	lipid	Sphingomyelin?d18:1/24:0	Homo sapiens	529	Mass spectrometry
486	lipid	Phosphatidylethanolamine P-16:0/18:2	Homo sapiens	529	Mass spectrometry
487	lipid	Phosphatidylethanolamine P-18:1/16:1	Homo sapiens	529	Mass spectrometry
488	lipid	Phosphatidylethanolamine P-16:0/18:1	Homo sapiens	529	Mass spectrometry
489	lipid	Phosphatidylethanolamine P-18:0/16:1	Homo sapiens	529	Mass spectrometry
490	lipid	Phosphatidylethanolamine O-16:0/18:1	Homo sapiens	529	Mass spectrometry
491	lipid	Phosphatidylethanolamine P-16:0/18:0	Homo sapiens	529	Mass spectrometry
492	lipid	Phosphatidylethanolamine P-16:1/20:5	Homo sapiens	529	Mass spectrometry
493	lipid	Phosphatidylethanolamine P-16:0/20:5	Homo sapiens	529	Mass spectrometry
494	lipid	Phosphatidylethanolamine P-16:0/20:4	Homo sapiens	529	Mass spectrometry
495	lipid	Phosphatidylethanolamine P-18:1/18:2	Homo sapiens	529	Mass spectrometry
496	lipid	Phosphatidylethanolamine P-16:0/20:2	Homo sapiens	529	Mass spectrometry
497	lipid	Phosphatidylethanolamine P-18:0/18:2	Homo sapiens	529	Mass spectrometry
498	lipid	Phosphatidylethanolamine P-18:1/18:1	Homo sapiens	529	Mass spectrometry
499	lipid	Phosphatidylethanolamine P-18:0/18:1	Homo sapiens	529	Mass spectrometry
500	lipid	Phosphatidylethanolamine P-18:1/20:5	Homo sapiens	529	Mass spectrometry
501	lipid	Phosphatidylethanolamine P-18:2/20:4	Homo sapiens	529	Mass spectrometry
502	lipid	Phosphatidylethanolamine P-16:0/22:6	Homo sapiens	529	Mass spectrometry
503	lipid	Phosphatidylethanolamine P-16:0/22:5	Homo sapiens	529	Mass spectrometry
504	lipid	Phosphatidylethanolamine P-18:1/20:4	Homo sapiens	529	Mass spectrometry
505	lipid	Phosphatidylethanolamine P-16:0/22:4	Homo sapiens	529	Mass spectrometry
506	lipid	Phosphatidylethanolamine P-18:0/20:4	Homo sapiens	529	Mass spectrometry
507	lipid	Phosphatidylethanolamine P-18:1/20:3	Homo sapiens	529	Mass spectrometry
508	lipid	Phosphatidylethanolamine P-16:0/22:3	Homo sapiens	529	Mass spectrometry
509	lipid	Phosphatidylethanolamine P-18:1/22:6	Homo sapiens	529	Mass spectrometry
510	lipid	Phosphatidylethanolamine P-20:3/20:4	Homo sapiens	529	Mass spectrometry
511	lipid	Phosphatidylethanolamine P-18:0/22:6	Homo sapiens	529	Mass spectrometry
512	lipid	Phosphatidylethanolamine P-20:1/20:5	Homo sapiens	529	Mass spectrometry
513	lipid	Phosphatidylethanolamine P-18:0/22:5	Homo sapiens	529	Mass spectrometry
514	lipid	Phosphatidylethanolamine P-20:1/20:4	Homo sapiens	529	Mass spectrometry
515	lipid	Phosphatidylethanolamine P-18:0/22:4	Homo sapiens	529	Mass spectrometry
516	lipid	Phosphatidylethanolamine P-20:0/20:4	Homo sapiens	529	Mass spectrometry
517	lipid	Lysophosphatidylcholine?16:0/0:0	Homo sapiens	529	Mass spectrometry
518	lipid	Lysophosphatidylcholine?18:3/0:0	Homo sapiens	529	Mass spectrometry
519	lipid	Lysophosphatidylcholine?0:0/18:3	Homo sapiens	529	Mass spectrometry
520	lipid	Lysophosphatidylcholine?18:2/0:0	Homo sapiens	529	Mass spectrometry
521	lipid	Lysophosphatidylcholine?18:1/0:0	Homo sapiens	529	Mass spectrometry
522	lipid	Lysophosphatidylcholine?18:0/0:0	Homo sapiens	529	Mass spectrometry
523	lipid	Lysophosphatidylcholine?0:0/20:5	Homo sapiens	529	Mass spectrometry
524	lipid	Lysophosphatidylcholine?0:0/20:4	Homo sapiens	529	Mass spectrometry
525	lipid	Lysophosphatidylcholine?0:0/20.3	Homo sapiens	529	Mass spectrometry
526	lipid	Lysophosphatidylcholine?0:0/22:6	Homo sapiens	529	Mass spectrometry
527	lipid	Lysophosphatidylcholine?22:6/0:0	Homo sapiens	529	Mass spectrometry
528	lipid	Lysophosphatidylcholine?0:0/22:5	Homo sapiens	529	Mass spectrometry
529	lipid	Phosphatidylethanolamine 16:0/18:2	Homo sapiens	529	Mass spectrometry
530	lipid	Phosphatidylethanolamine 16:0/18:1	Homo sapiens	529	Mass spectrometry
531	lipid	Phosphatidylethanolamine 16:0/20:4	Homo sapiens	529	Mass spectrometry
532	lipid	Phosphatidylethanolamine 18:1/18:2	Homo sapiens	529	Mass spectrometry
533	lipid	Phosphatidylethanolamine 18:0/18:2	Homo sapiens	529	Mass spectrometry
534	lipid	Phosphatidylethanolamine 18:0/18:1	Homo sapiens	529	Mass spectrometry
535	lipid	Phosphatidylethanolamine 16:1/22:6	Homo sapiens	529	Mass spectrometry
536	lipid	Phosphatidylethanolamine 16:0/22:6	Homo sapiens	529	Mass spectrometry
537	lipid	Phosphatidylethanolamine 16:0/22:5	Homo sapiens	529	Mass spectrometry
538	lipid	Phosphatidylethanolamine 18:1/20:4	Homo sapiens	529	Mass spectrometry
539	lipid	Phosphatidylethanolamine 18:0/20:4	Homo sapiens	529	Mass spectrometry
540	lipid	Phosphatidylethanolamine 18:2/22:6	Homo sapiens	529	Mass spectrometry
541	lipid	Phosphatidylethanolamine 18:1/22:6	Homo sapiens	529	Mass spectrometry
542	lipid	Phosphatidylethanolamine 18:0/22:6	Homo sapiens	529	Mass spectrometry
543	lipid	Phosphatidylethanolamine 18:1/22:5	Homo sapiens	529	Mass spectrometry
544	lipid	Lysophosphatidylethanolamine 16:0/0:0	Homo sapiens	529	Mass spectrometry
545	lipid	Lysophosphatidylethanolamine 18:2/0:0	Homo sapiens	529	Mass spectrometry
546	lipid	Lysophosphatidylethanolamine 18:1/0:0	Homo sapiens	529	Mass spectrometry
547	lipid	Lysophosphatidylethanolamine 18:0/0:0	Homo sapiens	529	Mass spectrometry
548	lipid	Lysophosphatidylethanolamine 0:0/20:5	Homo sapiens	529	Mass spectrometry
549	lipid	Lysophosphatidylethanolamine 0:0/20:4	Homo sapiens	529	Mass spectrometry
550	lipid	Lysophosphatidylethanolamine 20:4/0:0	Homo sapiens	529	Mass spectrometry
551	lipid	Lysophosphatidylethanolamine 0:0/22:7	Homo sapiens	529	Mass spectrometry
552	lipid	Lysophosphatidylethanolamine 0:0/22:6	Homo sapiens	529	Mass spectrometry
553	lipid	Lysophosphatidylethanolamine 22:6/0:0	Homo sapiens	529	Mass spectrometry
554	lipid	Lysophosphatidylethanolamine 0:0/22:5	Homo sapiens	529	Mass spectrometry
555	lipid	Lysophosphatidylethanolamine 0:0/22:4	Homo sapiens	529	Mass spectrometry
556	lipid	Phosphatidylserine 18:0/18:2	Homo sapiens	529	Mass spectrometry
557	lipid	Phosphatidylserine 18:0/18:1?	Homo sapiens	529	Mass spectrometry
558	lipid	Phosphatidylserine 18:1/20:4	Homo sapiens	529	Mass spectrometry
559	lipid	Phosphatidylserine 18:0/20:4	Homo sapiens	529	Mass spectrometry
560	lipid	Phosphatidylserine 18:0/20:2	Homo sapiens	529	Mass spectrometry
561	lipid	Phosphatidylserine 18:0/22:6	Homo sapiens	529	Mass spectrometry
562	lipid	Phosphatidylserine 18:0/22:5	Homo sapiens	529	Mass spectrometry
563	lipid	Phosphatidylserine 18:0/22:4	Homo sapiens	529	Mass spectrometry
564	lipid	Phosphatidylinositol 16:0/20:4	Homo sapiens	529	Mass spectrometry
565	lipid	Phosphatidylinositol 18:0/18:2	Homo sapiens	529	Mass spectrometry
566	lipid	Phosphatidylinositol 18:1/18:1	Homo sapiens	529	Mass spectrometry
567	lipid	Phosphatidylinositol 18:0/18:1	Homo sapiens	529	Mass spectrometry
568	lipid	Phosphatidylinositol 18:1/20:4	Homo sapiens	529	Mass spectrometry
569	lipid	Phosphatidylinositol 18:0/20:4	Homo sapiens	529	Mass spectrometry
570	lipid	Cholesterol	Homo sapiens	555	Mass spectrometry
571	lipid	Glycosphingolipids	Homo sapiens	555	Mass spectrometry
572	lipid	Ceramide	Homo sapiens	555	Mass spectrometry
573	lipid	Diacylglycerol	Homo sapiens	555	Mass spectrometry
574	lipid	Sphingomyelin	Homo sapiens	555	Mass spectrometry
575	lipid	Phosphatidylcholine	Homo sapiens	555	Mass spectrometry
576	lipid	Lysophosphatidylethanolamine	Homo sapiens	555	Mass spectrometry
577	lipid	Lysophosphatidylinositol	Homo sapiens	555	Mass spectrometry
578	lipid	Phosphatidic acid	Homo sapiens	555	Mass spectrometry
579	lipid	Phosphatidylglycerol	Homo sapiens	555	Mass spectrometry
580	lipid	Phosphatidylinositol	Homo sapiens	555	Mass spectrometry
581	lipid	Phosphatidylcholine O/Phosphatidylcholine P	Homo sapiens	555	Mass spectrometry
582	lipid	Phosphatidylethanolamine O/Phosphatidylethanolamine P	Homo sapiens	555	Mass spectrometry
583	lipid	Phosphatidylethanolamine	Homo sapiens	555	Mass spectrometry
584	lipid	Phosphatidylserine	Homo sapiens	555	Mass spectrometry
585	lipid	Monoglycosyldiacylglycerol	Prochlorococcus marinus 	1102	Mass spectrometry
586	lipid	Sulfoquinovosyldiacylglycerol	Prochlorococcus marinus 	1102	Mass spectrometry
587	lipid	Unknown Glycolipid I	Prochlorococcus marinus 	1102	Mass spectrometry
588	lipid	Unknown Glycolipid II	Prochlorococcus marinus 	1102	Mass spectrometry
589	lipid	Monoglycosyldiacylglycerol	Prochlorococcus marinus 	1103	Mass spectrometry
590	lipid	Diglycosyldiacylglycerol	Prochlorococcus marinus 	1103	Mass spectrometry
591	lipid	Sulfoquinovosyldiacylglycerol	Prochlorococcus marinus 	1103	Mass spectrometry
592	lipid	Phosphatidyldiacylglycerol	Prochlorococcus marinus 	1103	Mass spectrometry
593	lipid	Unknown Glycolipid I	Prochlorococcus marinus 	1103	Mass spectrometry
594	lipid	Unknown Glycolipid II	Prochlorococcus marinus 	1103	Mass spectrometry
595	lipid	Phosphatidylcholine(PC)	Homo sapiens	1011	Mass spectrometry
596	lipid	Phosphatidylethanolamine (PE)	Homo sapiens	1011	Mass spectrometry
597	lipid	Phosphatidylglycerol (PG)	Homo sapiens	1011	Mass spectrometry
598	lipid	Phosphatidylinositol (PI)	Homo sapiens	1011	Mass spectrometry
599	lipid	Phosphatidylserine (PS)	Homo sapiens	1011	Mass spectrometry
600	lipid	Phosphatidic acid (PA)	Homo sapiens	1011	Mass spectrometry
601	lipid	Sphingomyelin (SM)	Homo sapiens	1011	Mass spectrometry
602	lipid	Phosphatidylcholine(PC)	Homo sapiens	1012	Mass spectrometry
603	lipid	Phosphatidylethanolamine (PE)	Homo sapiens	1012	Mass spectrometry
604	lipid	Phosphatidylglycerol (PG)	Homo sapiens	1012	Mass spectrometry
605	lipid	Phosphatidylinositol (PI)	Homo sapiens	1012	Mass spectrometry
606	lipid	Phosphatidylserine (PS)	Homo sapiens	1012	Mass spectrometry
607	lipid	Phosphatidic acid (PA)	Homo sapiens	1012	Mass spectrometry
608	lipid	Sphingomyelin (SM)	Homo sapiens	1012	Mass spectrometry
