"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","1/16","182/30636",0.0909529724148113,0.152226553831105,0.0861659738666633,"P70302",1
"GO:0009408","GO:0009408","response to heat","1/16","186/30636",0.0928619511288596,0.154607855806164,0.0875138806449986,"P10637",1
"GO:0051028","GO:0051028","mRNA transport","1/16","192/30636",0.0957183736921602,0.15853355642764,0.0897359753364002,"P10637",1
"GO:0036473","GO:0036473","cell death in response to oxidative stress","1/16","195/30636",0.0971434208080517,0.159235091840002,0.0901330708528315,"P10637",1
"GO:1901019","GO:1901019","regulation of calcium ion transmembrane transporter activity","1/16","195/30636",0.0971434208080517,0.159235091840002,0.0901330708528315,"P70302",1
"GO:0043502","GO:0043502","regulation of muscle adaptation","1/16","197/30636",0.0980922822805864,0.15996587571911,0.0905467221051567,"O08715",1
"GO:0035418","GO:0035418","protein localization to synapse","1/16","200/30636",0.0995138217338263,0.160534625577622,0.0908686559873333,"P10637",1
"GO:0006476","GO:0006476","protein deacetylation","1/16","201/30636",0.0999872012466484,0.160534625577622,0.0908686559873333,"P10637",1
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","1/16","202/30636",0.100460347452663,0.160534625577622,0.0908686559873333,"P10637",1
"GO:0050772","GO:0050772","positive regulation of axonogenesis","1/16","202/30636",0.100460347452663,0.160534625577622,0.0908686559873333,"P10637",1
"GO:0015718","GO:0015718","monocarboxylic acid transport","1/16","207/30636",0.102822582635353,0.163487906390211,0.0925403243718173,"P63030",1
"GO:0070646","GO:0070646","protein modification by small protein removal","1/16","215/30636",0.106590065981197,0.166052679358007,0.0939920826554754,"Q9ER39",1
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","1/16","216/30636",0.107059957140078,0.166052679358007,0.0939920826554754,"P63030",1
"GO:1903825","GO:1903825","organic acid transmembrane transport","1/16","217/30636",0.107529616597204,0.166052679358007,0.0939920826554754,"P63030",1
"GO:0003300","GO:0003300","cardiac muscle hypertrophy","1/16","218/30636",0.107999044459212,0.166052679358007,0.0939920826554754,"O08715",1
"GO:0035601","GO:0035601","protein deacylation","1/16","218/30636",0.107999044459212,0.166052679358007,0.0939920826554754,"P10637",1
"GO:0098732","GO:0098732","macromolecule deacylation","1/16","218/30636",0.107999044459212,0.166052679358007,0.0939920826554754,"P10637",1
"GO:0006090","GO:0006090","pyruvate metabolic process","1/16","220/30636",0.108937205824204,0.166052679358007,0.0939920826554754,"P63030",1
"GO:0030516","GO:0030516","regulation of axon extension","1/16","221/30636",0.109405939540236,0.166052679358007,0.0939920826554754,"P10637",1
"GO:0051952","GO:0051952","regulation of amine transport","1/16","222/30636",0.109874442087247,0.166052679358007,0.0939920826554754,"Q9ER39",1
"GO:0008344","GO:0008344","adult locomotory behavior","1/16","225/30636",0.111278563778039,0.166052679358007,0.0939920826554754,"P10637",1
"GO:0014897","GO:0014897","striated muscle hypertrophy","1/16","225/30636",0.111278563778039,0.166052679358007,0.0939920826554754,"O08715",1
"GO:0035966","GO:0035966","response to topologically incorrect protein","1/16","225/30636",0.111278563778039,0.166052679358007,0.0939920826554754,"Q9ER39",1
"GO:0010821","GO:0010821","regulation of mitochondrion organization","1/16","226/30636",0.111746142712621,0.166052679358007,0.0939920826554754,"P10637",1
"GO:0035303","GO:0035303","regulation of dephosphorylation","1/16","226/30636",0.111746142712621,0.166052679358007,0.0939920826554754,"O08715",1
"GO:0014896","GO:0014896","muscle hypertrophy","1/16","229/30636",0.113147496116517,0.167265281009201,0.0946784609486042,"O08715",1
"GO:0015837","GO:0015837","amine transport","1/16","230/30636",0.113614153138325,0.167265281009201,0.0946784609486042,"Q9ER39",1
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity","1/16","234/30636",0.115478480155728,0.169226528523141,0.0957886010508347,"P70302",1
"GO:0051224","GO:0051224","negative regulation of protein transport","1/16","238/30636",0.11733913054459,0.170224119993555,0.09635327546805,"O08715",1
"GO:0032411","GO:0032411","positive regulation of transporter activity","1/16","243/30636",0.119659783581565,0.170224119993555,0.09635327546805,"P70302",1
"GO:0043500","GO:0043500","muscle adaptation","1/16","243/30636",0.119659783581565,0.170224119993555,0.09635327546805,"O08715",1
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","1/16","245/30636",0.120586442188534,0.170224119993555,0.09635327546805,"P63030",1
"GO:0050657","GO:0050657","nucleic acid transport","1/16","245/30636",0.120586442188534,0.170224119993555,0.09635327546805,"P10637",1
"GO:0050658","GO:0050658","RNA transport","1/16","245/30636",0.120586442188534,0.170224119993555,0.09635327546805,"P10637",1
"GO:0006457","GO:0006457","protein folding","1/16","246/30636",0.121049428497803,0.170224119993555,0.09635327546805,"Q9ER39",1
"GO:0032273","GO:0032273","positive regulation of protein polymerization","1/16","246/30636",0.121049428497803,0.170224119993555,0.09635327546805,"P10637",1
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","1/16","246/30636",0.121049428497803,0.170224119993555,0.09635327546805,"O08715",1
"GO:0042476","GO:0042476","odontogenesis","1/16","247/30636",0.121512186284708,0.170224119993555,0.09635327546805,"P70302",1
"GO:0051236","GO:0051236","establishment of RNA localization","1/16","251/30636",0.123360934313585,0.170559900485739,0.0965433398975881,"P10637",1
"GO:0061387","GO:0061387","regulation of extent of cell growth","1/16","251/30636",0.123360934313585,0.170559900485739,0.0965433398975881,"P10637",1
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","1/16","251/30636",0.123360934313585,0.170559900485739,0.0965433398975881,"P63030",1
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","1/16","253/30636",0.124283939928947,0.170986819480424,0.0967849921587304,"P63030",1
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","1/16","254/30636",0.124745101004586,0.170986819480424,0.0967849921587304,"P10637",1
"GO:0014902","GO:0014902","myotube differentiation","1/16","258/30636",0.126587469542158,0.172767447701314,0.0977928949252723,"P70302",1
"GO:0045807","GO:0045807","positive regulation of endocytosis","1/16","260/30636",0.127507289819719,0.173163664962075,0.0980171688464574,"Q9ER39",1
"GO:0051592","GO:0051592","response to calcium ion","1/16","261/30636",0.127966859327319,0.173163664962075,0.0980171688464574,"P70302",1
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","1/16","264/30636",0.129344206581067,0.17331838873113,0.0981047483383757,"P63030",1
"GO:1901216","GO:1901216","positive regulation of neuron death","1/16","264/30636",0.129344206581067,0.17331838873113,0.0981047483383757,"P10637",1
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","1/16","266/30636",0.130261304738177,0.17331838873113,0.0981047483383757,"O08715",1
"GO:1902414","GO:1902414","protein localization to cell junction","1/16","266/30636",0.130261304738177,0.17331838873113,0.0981047483383757,"P10637",1
"GO:0051588","GO:0051588","regulation of neurotransmitter transport","1/16","272/30636",0.13300716834014,0.176106053090022,0.09968267156039,"Q9ER39",1
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","1/16","273/30636",0.133464021366967,0.176106053090022,0.09968267156039,"P63030",1
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","1/16","276/30636",0.134833226690097,0.176319501900366,0.0998034916417166,"Q8VHQ9",1
"GO:0006997","GO:0006997","nucleus organization","1/16","277/30636",0.135289177558771,0.176319501900366,0.0998034916417166,"Q9ER39",1
"GO:0048675","GO:0048675","axon extension","1/16","277/30636",0.135289177558771,0.176319501900366,0.0998034916417166,"P10637",1
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","1/16","279/30636",0.136200403561245,0.176394542023294,0.0998459671829965,"P63030",1
"GO:0106106","GO:0106106","cold-induced thermogenesis","1/16","280/30636",0.136655678902781,0.176394542023294,0.0998459671829965,"Q8VHQ9",1
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","1/16","281/30636",0.137110729276268,0.176394542023294,0.0998459671829965,"P70302",1
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","1/16","282/30636",0.137565554785462,0.176394542023294,0.0998459671829965,"P63030",1
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","1/16","288/30636",0.140289791495292,0.179165275885553,0.10141430710503,"P10637",1
"GO:0006403","GO:0006403","RNA localization","1/16","290/30636",0.141196076180698,0.179459540470985,0.101580871964708,"P10637",1
"GO:0007613","GO:0007613","memory","1/16","291/30636",0.14164888257301,0.179459540470985,0.101580871964708,"P10637",1
"GO:0051260","GO:0051260","protein homooligomerization","1/16","293/30636",0.142553823973422,0.179889349299794,0.101824159981016,"P10637",1
"GO:0051650","GO:0051650","establishment of vesicle localization","1/16","295/30636",0.143457870883125,0.180314636129777,0.102064888375346,"Q9ER39",1
"GO:0045766","GO:0045766","positive regulation of angiogenesis","1/16","298/30636",0.144812265882687,0.180444236253079,0.102138246935705,"P70302",1
"GO:1904018","GO:1904018","positive regulation of vasculature development","1/16","298/30636",0.144812265882687,0.180444236253079,0.102138246935705,"P70302",1
"GO:0006606","GO:0006606","protein import into nucleus","1/16","299/30636",0.145263284530781,0.180444236253079,0.102138246935705,"O08715",1
"GO:1990845","GO:1990845","adaptive thermogenesis","1/16","301/30636",0.146164652917156,0.180857430457804,0.102372130447813,"Q8VHQ9",1
"GO:0051170","GO:0051170","import into nucleus","1/16","306/30636",0.148414176708843,0.182774385004983,0.103457199059424,"O08715",1
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","1/16","307/30636",0.148863414202172,0.182774385004983,0.103457199059424,"P10637",1
"GO:0031214","GO:0031214","biomineral tissue development","1/16","317/30636",0.153343586025758,0.186155347907537,0.105370951645775,"P70302",1
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","1/16","318/30636",0.153790385149199,0.186155347907537,0.105370951645775,"P70302",1
"GO:0110148","GO:0110148","biomineralization","1/16","319/30636",0.154236963216275,0.186155347907537,0.105370951645775,"P70302",1
"GO:0010970","GO:0010970","transport along microtubule","1/16","320/30636",0.154683320329067,0.186155347907537,0.105370951645775,"P10637",1
"GO:0015931","GO:0015931","nucleobase-containing compound transport","1/16","321/30636",0.155129456589614,0.186155347907537,0.105370951645775,"P10637",1
"GO:0098656","GO:0098656","anion transmembrane transport","1/16","321/30636",0.155129456589614,0.186155347907537,0.105370951645775,"P63030",1
"GO:0030258","GO:0030258","lipid modification","1/16","330/30636",0.159134761397955,0.190243812498307,0.107685176885834,"Q99LC5",1
"GO:0046395","GO:0046395","carboxylic acid catabolic process","1/16","332/30636",0.160022408346263,0.190588486344987,0.107880275289615,"Q99LC5",1
"GO:0016054","GO:0016054","organic acid catabolic process","1/16","335/30636",0.161352231788233,0.191455260106933,0.108370901947321,"Q99LC5",1
"GO:0009165","GO:0009165","nucleotide biosynthetic process","1/16","342/30636",0.164447481435923,0.194402598872207,0.110039206908796,"P63030",1
"GO:0051648","GO:0051648","vesicle localization","1/16","345/30636",0.165770735699119,0.19483557603294,0.110284288320532,"Q9ER39",1
"GO:0001659","GO:0001659","temperature homeostasis","1/16","346/30636",0.166211383687922,0.19483557603294,0.110284288320532,"Q8VHQ9",1
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","1/16","347/30636",0.166651813462137,0.19483557603294,0.110284288320532,"P63030",1
"GO:0044242","GO:0044242","cellular lipid catabolic process","1/16","349/30636",0.167532018770213,0.195147186699369,0.110460671716624,"Q99LC5",1
"GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport","1/16","358/30636",0.171482167631341,0.199019450024695,0.112652518881903,"P70302",1
"GO:0034767","GO:0034767","positive regulation of ion transmembrane transport","1/16","360/30636",0.172357588832644,0.199308048177385,0.112815876326822,"P70302",1
"GO:0007416","GO:0007416","synapse assembly","1/16","362/30636",0.173232142808088,0.199438033790911,0.112889453089195,"P10637",1
"GO:0050770","GO:0050770","regulation of axonogenesis","1/16","364/30636",0.174105830359558,0.199438033790911,0.112889453089195,"P10637",1
"GO:0030307","GO:0030307","positive regulation of cell growth","1/16","365/30636",0.174542349476704,0.199438033790911,0.112889453089195,"P10637",1
"GO:2001257","GO:2001257","regulation of cation channel activity","1/16","366/30636",0.174978652288252,0.199438033790911,0.112889453089195,"P70302",1
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","1/16","369/30636",0.176286263889516,0.200210828274522,0.113326883928975,"P10637",1
"GO:0030534","GO:0030534","adult behavior","1/16","373/30636",0.178026723810481,0.20146796502396,0.11403847076828,"P10637",1
"GO:0019722","GO:0019722","calcium-mediated signaling","1/16","385/30636",0.183227440443407,0.206127697350899,0.116676055104282,"P10637",1
"GO:0099111","GO:0099111","microtubule-based transport","1/16","386/30636",0.183659438094821,0.206127697350899,0.116676055104282,"P10637",1
"GO:1990138","GO:1990138","neuron projection extension","1/16","388/30636",0.184522790855657,0.206127697350899,0.116676055104282,"P10637",1
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","1/16","389/30636",0.184954146163323,0.206127697350899,0.116676055104282,"P10637",1
"GO:0033673","GO:0033673","negative regulation of kinase activity","1/16","390/30636",0.185385287554582,0.206127697350899,0.116676055104282,"P10637",1
"GO:0001764","GO:0001764","neuron migration","1/16","392/30636",0.186246928983892,0.206364193090166,0.116809920617075,"P10637",1
"GO:0051259","GO:0051259","protein complex oligomerization","1/16","396/30636",0.18796764919945,0.207302214916256,0.117340876367692,"P10637",1
"GO:0033157","GO:0033157","regulation of intracellular protein transport","1/16","397/30636",0.188397295945905,0.207302214916256,0.117340876367692,"O08715",1
"GO:0043543","GO:0043543","protein acylation","1/16","406/30636",0.192254537849872,0.209838679359788,0.11877661095837,"Q9D2G2",1
"GO:0098657","GO:0098657","import into cell","1/16","406/30636",0.192254537849872,0.209838679359788,0.11877661095837,"Q9ER39",1
"GO:2001020","GO:2001020","regulation of response to DNA damage stimulus","1/16","407/30636",0.192682057776912,0.209838679359788,0.11877661095837,"P10637",1
"GO:0042180","GO:0042180","cellular ketone metabolic process","1/16","410/30636",0.193963345107257,0.210513118580572,0.119158369007871,"Q8R1S0",1
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","1/16","414/30636",0.1956687628279,0.211641723058749,0.119797201731368,"P10637",1
"GO:0008361","GO:0008361","regulation of cell size","1/16","422/30636",0.199069454752114,0.2143208186428,0.121313670929887,"P10637",1
"GO:0006470","GO:0006470","protein dephosphorylation","1/16","423/30636",0.199493592195814,0.2143208186428,0.121313670929887,"O08715",1
"GO:0006605","GO:0006605","protein targeting","1/16","434/30636",0.204145227662111,0.217010648717136,0.122836216254982,"O35857",1
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","1/16","435/30636",0.204566844652953,0.217010648717136,0.122836216254982,"P10637",1
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","1/16","436/30636",0.204988252238316,0.217010648717136,0.122836216254982,"Q9ER39",1
"GO:0048639","GO:0048639","positive regulation of developmental growth","1/16","436/30636",0.204988252238316,0.217010648717136,0.122836216254982,"P10637",1
"GO:0010506","GO:0010506","regulation of autophagy","1/16","437/30636",0.205409450515276,0.217010648717136,0.122836216254982,"P10637",1
"GO:0051607","GO:0051607","defense response to virus","1/16","442/30636",0.20751230566874,0.21732170195096,0.123012284123185,"O08715",1
"GO:0140546","GO:0140546","defense response to symbiont","1/16","442/30636",0.20751230566874,0.21732170195096,0.123012284123185,"O08715",1
"GO:0030100","GO:0030100","regulation of endocytosis","1/16","446/30636",0.209190832126532,0.21732170195096,0.123012284123185,"Q9ER39",1
"GO:0099504","GO:0099504","synaptic vesicle cycle","1/16","447/30636",0.209609942649419,0.21732170195096,0.123012284123185,"Q9ER39",1
"GO:0051348","GO:0051348","negative regulation of transferase activity","1/16","451/30636",0.211284303273227,0.21732170195096,0.123012284123185,"P10637",1
"GO:0006836","GO:0006836","neurotransmitter transport","1/16","452/30636",0.211702373544806,0.21732170195096,0.123012284123185,"Q9ER39",1
"GO:0010976","GO:0010976","positive regulation of neuron projection development","1/16","452/30636",0.211702373544806,0.21732170195096,0.123012284123185,"P10637",1
"GO:0048167","GO:0048167","regulation of synaptic plasticity","1/16","452/30636",0.211702373544806,0.21732170195096,0.123012284123185,"P10637",1
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","1/16","454/30636",0.212537890901725,0.21732170195096,0.123012284123185,"P10637",1
"GO:0032271","GO:0032271","regulation of protein polymerization","1/16","454/30636",0.212537890901725,0.21732170195096,0.123012284123185,"P10637",1
"GO:0051606","GO:0051606","detection of stimulus","1/16","456/30636",0.213372577985898,0.217475896793319,0.123099564222633,"P70302",1
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","1/16","469/30636",0.218777859257472,0.222272713239221,0.125814743342955,"P70302",1
"GO:0015850","GO:0015850","organic hydroxy compound transport","1/16","479/30636",0.222912052119734,0.225152478884664,0.127444799368678,"Q9ER39",1
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","1/16","481/30636",0.223736425558346,0.225152478884664,0.127444799368678,"Q9ER39",1
"GO:0032886","GO:0032886","regulation of microtubule-based process","1/16","481/30636",0.223736425558346,0.225152478884664,0.127444799368678,"P10637",1
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","1/16","493/30636",0.228665474235168,0.229386816425184,0.129841594202935,"Q9ER39",1
"GO:0046942","GO:0046942","carboxylic acid transport","1/16","498/30636",0.230710571754406,0.230710571754406,0.130590889672306,"P63030",1
